Name;ASTRAZENECA - TOT RETURN IND;ASTRAZENECA - NET SALES OR REVENUES;ASTRAZENECA - NUMBER OF SHARES;ASTRAZENECA - UNADJUSTED PRICE;ASTRAZENECA - MARKET VALUE;ASTRAZENECA - COST OF GOODS SOLD (EXCL DEP);ASTRAZENECA - TOTAL ASSETS;ASTRAZENECA - TOTAL INVENTORIES;#ERROR;KONINKLIJKE AHOLD DELHAIZE - TOT RETURN IND;KONINKLIJKE AHOLD DELHAIZE - NET SALES OR REVENUES;KONINKLIJKE AHOLD DELHAIZE - NUMBER OF SHARES;KONINKLIJKE AHOLD DELHAIZE - UNADJUSTED PRICE;KONINKLIJKE AHOLD DELHAIZE - MARKET VALUE;KONINKLIJKE AHOLD DELHAIZE - COST OF GOODS SOLD (EXCL DEP);KONINKLIJKE AHOLD DELHAIZE - TOTAL ASSETS;KONINKLIJKE AHOLD DELHAIZE - TOTAL INVENTORIES;#ERROR;ABN AMRO BANK - TOT RETURN IND;ABN AMRO BANK - NET SALES OR REVENUES;ABN AMRO BANK - NUMBER OF SHARES;ABN AMRO BANK - UNADJUSTED PRICE;ABN AMRO BANK - MARKET VALUE;#ERROR;ABN AMRO BANK - TOTAL ASSETS;#ERROR;ABN AMRO BANK - TOTAL INVESTMENTS;JUST EAT TAKEAWAY.COM - TOT RETURN IND;JUST EAT TAKEAWAY.COM - NET SALES OR REVENUES;JUST EAT TAKEAWAY.COM - NUMBER OF SHARES;JUST EAT TAKEAWAY.COM - UNADJUSTED PRICE;JUST EAT TAKEAWAY.COM - MARKET VALUE;JUST EAT TAKEAWAY.COM - COST OF GOODS SOLD (EXCL DEP);JUST EAT TAKEAWAY.COM - TOTAL ASSETS;JUST EAT TAKEAWAY.COM - TOTAL INVENTORIES;#ERROR;AAH DEAD - T/OVER 951741 - TOT RETURN IND;AAH DEAD - T/OVER 951741 - NET SALES OR REVENUES;AAH DEAD - T/OVER 951741 - NUMBER OF SHARES;AAH DEAD - T/OVER 951741 - UNADJUSTED PRICE;AAH DEAD - T/OVER 951741 - MARKET VALUE;AAH DEAD - T/OVER 951741 - COST OF GOODS SOLD (EXCL DEP);AAH DEAD - T/OVER 951741 - TOTAL ASSETS;AAH DEAD - T/OVER 951741 - TOTAL INVENTORIES;#ERROR;THB GROUP DEAD - 26/01/12 - TOT RETURN IND;THB GROUP DEAD - 26/01/12 - NET SALES OR REVENUES;THB GROUP DEAD - 26/01/12 - NUMBER OF SHARES;THB GROUP DEAD - 26/01/12 - UNADJUSTED PRICE;THB GROUP DEAD - 26/01/12 - MARKET VALUE;THB GROUP DEAD - 26/01/12 - COST OF GOODS SOLD (EXCL DEP);THB GROUP DEAD - 26/01/12 - TOTAL ASSETS;THB GROUP DEAD - 26/01/12 - TOTAL INVENTORIES;#ERROR
Code;AZN(RI);AZN(WC01001);AZN(NOSH);AZN(UP);AZN(MV);AZN(WC01051);AZN(WC02999);AZN(WC02101);;H:AD(RI);H:AD(WC01001);H:AD(NOSH);H:AD(UP);H:AD(MV);H:AD(WC01051);H:AD(WC02999);H:AD(WC02101);;H:ABN(RI);H:ABN(WC01001);H:ABN(NOSH);H:ABN(UP);H:ABN(MV);;H:ABN(WC02999);;H:ABN(WC02255);H:TKWY(RI);H:TKWY(WC01001);H:TKWY(NOSH);H:TKWY(UP);H:TKWY(MV);H:TKWY(WC01051);H:TKWY(WC02999);H:TKWY(WC02101);;901318(RI);901318(WC01001);901318(NOSH);901318(UP);901318(MV);901318(WC01051);901318(WC02999);901318(WC02101);;THB(RI);THB(WC01001);THB(NOSH);THB(UP);THB(MV);THB(WC01051);THB(WC02999);THB(WC02101);
CURRENCY;£;£;£;£;£;£;£;£;;E;E;E;E;E;E;E;E;;E;E;NA;NA;NA;;NA;;NA;E;E;E;E;E;E;E;E;;£;£;£;£;£;£;£;£;;£;£;£;£;£;£;£;£;
31-7-2003;524.11;11455291;1710795;2483;42479.02;1932005;13108480;1692320;;1289.31;56068000;931149;7.22;6722.89;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;107;31471;26500;124;32.86;NA;112825;NA;
29-8-2003;516.57;11455291;1710795;2430;41572.29;1932005;13108480;1692320;;1535.75;56068000;931149;8.6;8007.88;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;108.29;31471;26500;125.5;33.26;NA;112825;NA;
30-9-2003;540.38;11455291;1704921;2542;43339.09;1932005;13108480;1692320;;1462.53;56068000;931374;8.19;7627.95;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;116.06;31471;26500;134.5;35.64;NA;112825;NA;
31-10-2003;588.42;11455291;1702250;2768;47118.26;1932005;13108480;1692320;;1300.03;56068000;931374;7.28;6780.4;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;120.8;31471;26500;140;37.1;NA;112825;NA;
28-11-2003;561;11455291;1696447;2639;44769.23;1932005;13108480;1692320;;1271.01;56068000;1552288;6.02;9344.78;43331000;22892000;3100000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;120.8;31471;26500;140;37.1;NA;112825;NA;
31-12-2003;569.71;11455291;1692694;2680;45364.18;1932005;13108480;1692320;;1275.23;52000000;1552602;6.04;9377.72;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;89;31471;26500;101.5;26.9;NA;112825;NA;
30-1-2004;553.13;11650388;1696447;2602;44141.53;2110838;13263097;1573420;;1378.68;52000000;1552602;6.53;10138.49;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;96.01;31471;26500;109.5;29.02;NA;112825;NA;
27-2-2004;549.25;11650388;1684875;2552;42997.98;2110838;13263097;1573420;;1412.47;52000000;1552602;6.69;10386.91;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;91.63;31471;26500;104.5;27.69;NA;112825;NA;
31-3-2004;543.01;11650388;1680820;2523;42407.08;2110838;13263097;1573420;;1406.13;52000000;1552602;6.66;10340.33;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;90.75;31471;26500;103.5;27.43;NA;112825;NA;
30-4-2004;567.54;11650388;1680820;2637;44323.21;2110838;13263097;1573420;;1363.91;52000000;1552601;6.46;10029.8;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;86.37;31471;26500;98.5;26.1;NA;112825;NA;
31-5-2004;546.88;11650388;1678516;2541;42651.07;2110838;13263097;1573420;;1340.68;52000000;1552601;6.35;9859.02;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;84.62;32360;26500;96.5;25.57;NA;136222;0;
30-6-2004;532.46;11650388;1673689;2474;41407.05;2110838;13263097;1573420;;1361.79;52000000;1552628;6.45;10014.45;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;81.99;32360;26500;93.5;24.78;NA;136222;0;
30-7-2004;529.66;11650388;1672295;2461;41155.15;2110838;13263097;1573420;;1304.79;52000000;1553496;6.18;9600.61;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;76.72;32360;26500;87.5;23.19;NA;136222;0;
31-8-2004;553.63;11650388;1666103;2555;42568.91;2110838;13263097;1573420;;1068.32;52000000;1553496;5.06;7860.69;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;78.3;32360;26536;86.5;22.95;NA;136222;0;
30-9-2004;490.8;11650388;1659940;2265;37597.63;2110838;13263097;1573420;;1085.21;52000000;1553496;5.14;7984.97;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;78.3;32360;26536;86.5;22.95;NA;136222;0;
29-10-2004;483.64;11650388;1659190;2232;37033.1;2110838;13263097;1573420;;1148.55;52000000;1553496;5.44;8451.02;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;76.94;32360;26536;85;22.56;NA;136222;0;
30-11-2004;443.12;11650388;1653049;2045;33804.84;2110838;13263097;1573420;;1169.67;52000000;1553496;5.54;8606.37;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;76.94;32360;26536;85;22.56;NA;136222;0;
31-12-2004;409.32;11650388;1645051;1889;31075.01;2110838;13263097;1573420;;1203.45;52000000;1553496;5.7;8854.93;40036000;20096000;2563000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;67.89;32360;26536;73.5;19.5;NA;136222;0;
31-1-2005;431.21;13207707;1645051;1990;32736.5;2371872;13806786;1283892;;1336.46;44496000;1554261;6.33;9838.48;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;67.43;32360;26944;73;19.67;NA;136222;0;
28-2-2005;451.49;13207707;1637862;2050;33576.17;2371872;13806786;1283892;;1442.02;44496000;1554261;6.83;10615.61;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;67.43;32360;26944;73;19.67;NA;136222;0;
31-3-2005;459.42;13207707;1633243;2086;34069.42;2371872;13806786;1283892;;1363.91;44496000;1554261;6.46;10040.53;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;61.43;32360;26944;66.5;17.92;NA;136222;0;
29-4-2005;502.36;13207707;1633243;2281;37254.27;2371872;13806786;1283892;;1233;44496000;1554261;5.84;9076.89;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;59.58;32360;26944;64.5;17.38;NA;136222;0;
31-5-2005;514.26;13207707;1627084;2335;37992.39;2371872;13806786;1283892;;1294.23;44496000;1554288;6.13;9527.78;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;58.65;34140;26944;63.5;17.11;NA;66541;0;
30-6-2005;508.97;13207707;1617955;2311;37390.91;2371872;13806786;1283892;;1435.69;44496000;1554288;6.8;10569.16;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;57.73;34140;26944;62.5;16.84;NA;66541;0;
29-7-2005;563.37;13207707;1617484;2558;41375.21;2371872;13806786;1283892;;1532.81;44496000;1554880;7.26;11288.43;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;68.58;34140;26944;71.5;19.27;NA;66541;0;
31-8-2005;561.75;13207707;1606024;2530;40632.38;2371872;13806786;1283892;;1520.14;44496000;1554880;7.2;11195.14;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;73.38;34140;27077;76.5;20.71;NA;66541;0;
30-9-2005;585.07;13207707;1597767;2635;42101.14;2371872;13806786;1283892;;1328.01;44496000;1554880;6.29;9780.2;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;73.86;34140;27077;77;20.85;NA;66541;0;
31-10-2005;562.42;13207707;1595440;2533;40412.47;2371872;13806786;1283892;;1228.78;44496000;1555125;5.82;9050.83;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;75.3;34140;27077;78.5;21.26;NA;66541;0;
30-11-2005;592.39;13207707;1585608;2668;42304.01;2371872;13806786;1283892;;1349.13;44496000;1555125;6.39;9937.25;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;76.26;34140;27077;79.5;21.53;NA;66541;0;
30-12-2005;628.14;13207707;1579822;2829;44693.15;2371872;13806786;1283892;;1336.46;44496000;1555125;6.33;9843.94;34346000;19367000;2376000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;78.42;34140;27077;80;21.66;NA;66541;0;
31-1-2006;604.38;14249639;1579822;2722;43002.73;2452176;14671832;1149750;;1340.68;44872000;1555125;6.35;9875.04;34607000;17914000;2056000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;78.42;34140;27077;80;21.66;NA;66541;0;
28-2-2006;596.78;14249639;1576358;2635;41537.02;2452176;14671832;1149750;;1444.14;44872000;1555125;6.84;10637.05;34607000;17914000;2056000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;95.08;34140;27077;97;26.26;NA;66541;0;
31-3-2006;656.79;14249639;1578466;2900;45775.51;2452176;14671832;1149750;;1370.24;44872000;1555125;6.49;10092.77;34607000;17914000;2056000;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;14217.52;NA;89993;443;398.67;NA;NA;NA;;88.22;34140;27077;90;24.37;NA;66541;0;
