Start;31-1-1980;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
End;31-12-2020;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Frequency;M;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Name;ASTRAZENECA - TOT RETURN IND;ASTRAZENECA - NET SALES OR REVENUES;ASTRAZENECA - NUMBER OF SHARES;ASTRAZENECA - UNADJUSTED PRICE;ASTRAZENECA - MARKET VALUE;ASTRAZENECA - COST OF GOODS SOLD (EXCL DEP);ASTRAZENECA - TOTAL ASSETS;ASTRAZENECA - TOTAL INVENTORIES;#ERROR;KONINKLIJKE AHOLD DELHAIZE - TOT RETURN IND;KONINKLIJKE AHOLD DELHAIZE - NET SALES OR REVENUES;KONINKLIJKE AHOLD DELHAIZE - NUMBER OF SHARES;KONINKLIJKE AHOLD DELHAIZE - UNADJUSTED PRICE;KONINKLIJKE AHOLD DELHAIZE - MARKET VALUE;KONINKLIJKE AHOLD DELHAIZE - COST OF GOODS SOLD (EXCL DEP);KONINKLIJKE AHOLD DELHAIZE - TOTAL ASSETS;KONINKLIJKE AHOLD DELHAIZE - TOTAL INVENTORIES;#ERROR;ABN AMRO BANK - TOT RETURN IND;ABN AMRO BANK - NET SALES OR REVENUES;ABN AMRO BANK - NUMBER OF SHARES;ABN AMRO BANK - UNADJUSTED PRICE;ABN AMRO BANK - MARKET VALUE;#ERROR;ABN AMRO BANK - TOTAL ASSETS;#ERROR;ABN AMRO BANK - TOTAL INVESTMENTS;JUST EAT TAKEAWAY.COM - TOT RETURN IND;JUST EAT TAKEAWAY.COM - NET SALES OR REVENUES;JUST EAT TAKEAWAY.COM - NUMBER OF SHARES;JUST EAT TAKEAWAY.COM - UNADJUSTED PRICE;JUST EAT TAKEAWAY.COM - MARKET VALUE;JUST EAT TAKEAWAY.COM - COST OF GOODS SOLD (EXCL DEP);JUST EAT TAKEAWAY.COM - TOTAL ASSETS;JUST EAT TAKEAWAY.COM - TOTAL INVENTORIES;#ERROR;AAH DEAD - T/OVER 951741 - TOT RETURN IND;AAH DEAD - T/OVER 951741 - NET SALES OR REVENUES;AAH DEAD - T/OVER 951741 - NUMBER OF SHARES;AAH DEAD - T/OVER 951741 - UNADJUSTED PRICE;AAH DEAD - T/OVER 951741 - MARKET VALUE;AAH DEAD - T/OVER 951741 - COST OF GOODS SOLD (EXCL DEP);AAH DEAD - T/OVER 951741 - TOTAL ASSETS;AAH DEAD - T/OVER 951741 - TOTAL INVENTORIES;#ERROR;THB GROUP DEAD - 26/01/12 - TOT RETURN IND;THB GROUP DEAD - 26/01/12 - NET SALES OR REVENUES;THB GROUP DEAD - 26/01/12 - NUMBER OF SHARES;THB GROUP DEAD - 26/01/12 - UNADJUSTED PRICE;THB GROUP DEAD - 26/01/12 - MARKET VALUE;THB GROUP DEAD - 26/01/12 - COST OF GOODS SOLD (EXCL DEP);THB GROUP DEAD - 26/01/12 - TOTAL ASSETS;THB GROUP DEAD - 26/01/12 - TOTAL INVENTORIES;#ERROR
Code;AZN(RI);AZN(WC01001);AZN(NOSH);AZN(UP);AZN(MV);AZN(WC01051);AZN(WC02999);AZN(WC02101);;H:AD(RI);H:AD(WC01001);H:AD(NOSH);H:AD(UP);H:AD(MV);H:AD(WC01051);H:AD(WC02999);H:AD(WC02101);;H:ABN(RI);H:ABN(WC01001);H:ABN(NOSH);H:ABN(UP);H:ABN(MV);;H:ABN(WC02999);;H:ABN(WC02255);H:TKWY(RI);H:TKWY(WC01001);H:TKWY(NOSH);H:TKWY(UP);H:TKWY(MV);H:TKWY(WC01051);H:TKWY(WC02999);H:TKWY(WC02101);;901318(RI);901318(WC01001);901318(NOSH);901318(UP);901318(MV);901318(WC01051);901318(WC02999);901318(WC02101);;THB(RI);THB(WC01001);THB(NOSH);THB(UP);THB(MV);THB(WC01051);THB(WC02999);THB(WC02101);
CURRENCY;£;£;£;£;£;£;£;£;;E;E;E;E;E;E;E;E;;E;E;NA;NA;NA;;NA;;NA;E;E;E;E;E;E;E;E;;£;£;£;£;£;£;£;£;;£;£;£;£;£;£;£;£;
31-1-1980;NA;NA;NA;NA;NA;NA;NA;NA;$$ER: 4540,NO DATA VALUES FOUND;68.74;2641899;2455;36.7562;90.24;2571003;567239;184914;$$ER: 4540,NO DATA VALUES FOUND;NA;NA;NA;NA;NA;$$ER: 4540,NO DATA VALUES FOUND;NA;$$ER: 4540,NO DATA VALUES FOUND;NA;NA;NA;NA;NA;NA;NA;NA;NA;$$ER: 4540,NO DATA VALUES FOUND;942.07;336359;14124;120;16.95;NA;88292;22624;$$ER: 4540,NO DATA VALUES FOUND;NA;NA;NA;NA;NA;NA;NA;NA;$$ER: 4540,NO DATA VALUES FOUND
29-2-1980;NA;NA;NA;NA;NA;NA;NA;NA;;59.68;2641899;2455;31.7646;77.98;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1011.45;336359;14124;128;18.08;NA;88292;22624;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1980;NA;NA;NA;NA;NA;NA;NA;NA;;61.11;2641899;2455;32.3602;79.44;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1034.11;336359;14124;130;18.36;NA;88292;22624;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1980;NA;NA;NA;NA;NA;NA;NA;NA;;58.57;2641899;2455;30.857;75.75;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1041.14;360274;14124;130;18.36;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
30-5-1980;NA;NA;NA;NA;NA;NA;NA;NA;;58.55;2641899;2455;30.6727;75.3;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1080.58;360274;14124;134;18.93;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1980;NA;NA;NA;NA;NA;NA;NA;NA;;54.26;2641899;2455;28.2762;69.42;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1127.96;360274;14124;139;19.63;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1980;NA;NA;NA;NA;NA;NA;NA;NA;;64.31;2641899;2455;33.3103;81.78;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1371.51;360274;14124;168;23.73;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
29-8-1980;NA;NA;NA;NA;NA;NA;NA;NA;;61.45;2641899;2455;31.6795;77.77;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1330.59;360274;14384;162;23.3;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1980;NA;NA;NA;NA;NA;NA;NA;NA;;58.85;2641899;2455;30.1764;74.08;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1405.05;360274;14384;170;24.45;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1980;NA;NA;NA;NA;NA;NA;NA;NA;;60.35;2641899;2455;30.772;75.55;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1538.15;360274;14384;185;26.61;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
28-11-1980;NA;NA;NA;NA;NA;NA;NA;NA;;61.88;2641899;2455;31.3959;77.08;2571003;567239;184914;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1520.92;360274;14384;182;26.18;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1980;NA;NA;NA;NA;NA;NA;NA;NA;;64.32;3206367;2455;32.4453;79.65;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1513.61;360274;14384;180;25.89;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
30-1-1981;NA;NA;NA;NA;NA;NA;NA;NA;;61.32;3206367;2455;30.772;75.55;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1547.88;360274;14384;183;26.32;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
27-2-1981;NA;NA;NA;NA;NA;NA;NA;NA;;67.24;3206367;2455;33.5797;82.44;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1538.67;360274;14384;181;26.04;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1981;NA;NA;NA;NA;NA;NA;NA;NA;;68.66;3206367;2455;34.1186;83.76;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1590.24;360274;14384;186;26.75;NA;96894;23180;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1981;NA;NA;NA;NA;NA;NA;NA;NA;;63.33;3206367;2971;31.3108;93.02;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1770.93;428078;14384;206;29.63;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
29-5-1981;NA;NA;NA;NA;NA;NA;NA;NA;;62.65;3206367;2971;30.8145;91.55;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1598.81;428078;14384;185;26.61;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1981;NA;NA;NA;NA;NA;NA;NA;NA;;69.1;3206367;2971;33.8066;100.44;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1634.14;428078;14384;188;27.04;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1981;NA;NA;NA;NA;NA;NA;NA;NA;;65.75;3206367;2971;31.9915;95.05;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1792.73;428078;14384;205;29.49;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1981;NA;NA;NA;NA;NA;NA;NA;NA;;65.7;3206367;2971;31.8071;94.5;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1714.52;428078;14384;195;28.05;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1981;NA;NA;NA;NA;NA;NA;NA;NA;;56.74;3206367;2971;27.3119;81.14;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1415.69;428078;14384;160;23.01;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
30-10-1981;NA;NA;NA;NA;NA;NA;NA;NA;;58.8;3206367;2971;28.1344;83.59;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1532.26;428078;28768;86;24.74;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1981;NA;NA;NA;NA;NA;NA;NA;NA;;56.77;3206367;2971;26.9999;80.22;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1666.5;428078;28768;93;26.75;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1981;NA;NA;NA;NA;NA;NA;NA;NA;;60.02;3206367;2971;28.3613;84.26;3116261;855570;234554;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1677.17;428078;28768;93;26.75;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
29-1-1982;NA;NA;NA;NA;NA;NA;NA;NA;;59.7;3961666;2971;28.0493;83.33;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1596.81;428078;28768;88;25.32;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
26-2-1982;NA;NA;NA;NA;NA;NA;NA;NA;;62.14;3961666;2971;29.0419;86.28;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1642.55;428078;28768;90;25.89;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1982;NA;NA;NA;NA;NA;NA;NA;NA;;76.14;3961666;2971;35.3949;105.16;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1525.66;428078;28768;83;23.88;NA;115978;26678;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1982;NA;NA;NA;NA;NA;NA;NA;NA;;76.97;3961666;2971;35.6217;105.83;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1537.17;465959;28768;83;23.88;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1982;NA;NA;NA;NA;NA;NA;NA;NA;;77.12;3961666;2971;35.5367;105.58;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1547.61;465959;28768;83;23.88;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1982;NA;NA;NA;NA;NA;NA;NA;NA;;79.96;3961666;2971;36.6711;108.95;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1539.73;465959;28768;82;23.59;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
30-7-1982;NA;NA;NA;NA;NA;NA;NA;NA;;85.78;3961666;2971;39.1669;116.36;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1607.62;465959;28768;85;24.45;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1982;NA;NA;NA;NA;NA;NA;NA;NA;;93.49;3961666;2971;42.5135;126.31;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1676.46;465959;28768;88;25.32;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1982;NA;NA;NA;NA;NA;NA;NA;NA;;92.77;3961666;2971;42.0172;124.83;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1707.33;465959;28768;89;25.6;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
29-10-1982;NA;NA;NA;NA;NA;NA;NA;NA;;90.01;3961666;2971;40.6133;120.66;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1776.63;465959;28768;92;26.47;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1982;NA;NA;NA;NA;NA;NA;NA;NA;;111.45;3961666;2971;50.1002;148.85;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2001.25;465959;28768;103;29.63;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1982;NA;NA;NA;NA;NA;NA;NA;NA;;120.32;3961666;2971;53.9147;160.18;3850822;906666;232935;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2072.39;465959;29376;106;31.14;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1983;NA;NA;NA;NA;NA;NA;NA;NA;;139.11;4249969;2971;62.1679;184.7;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1888.24;465959;29376;96;28.2;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1983;NA;NA;NA;NA;NA;NA;NA;NA;;133.36;4249969;2971;59.4452;176.61;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1840.28;465959;29896;93;27.8;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
31-3-1983;NA;NA;NA;NA;NA;NA;NA;NA;;174.54;4249969;4085;77.5964;316.98;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1734.02;465959;29896;87;26.01;436012;123743;26779;;NA;NA;NA;NA;NA;NA;NA;NA;
29-4-1983;NA;NA;NA;NA;NA;NA;NA;NA;;154.99;4249969;4085;68.7477;280.83;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1866.21;501612;29896;93;27.8;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1983;NA;NA;NA;NA;NA;NA;NA;NA;;151.32;4249969;4085;66.9326;273.42;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1839.25;501612;29896;91;27.21;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
30-6-1983;NA;NA;NA;NA;NA;NA;NA;NA;;170.27;4249969;4085;75.1006;306.79;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;1933.21;501612;30316;95;28.8;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
29-7-1983;NA;NA;NA;NA;NA;NA;NA;NA;;175.32;4249969;4085;77.1426;315.13;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2047.97;501612;30340;100;30.34;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1983;NA;NA;NA;NA;NA;NA;NA;NA;;170.41;4249969;4085;74.7887;305.51;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2185.54;501612;30340;106;32.16;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1983;NA;NA;NA;NA;NA;NA;NA;NA;;189.68;4249969;4085;83.0418;339.23;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2055.53;501612;30340;99;30.04;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1983;NA;NA;NA;NA;NA;NA;NA;NA;;175.57;4249969;4085;76.6888;313.27;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2193.72;501612;30340;105;31.86;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1983;NA;NA;NA;NA;NA;NA;NA;NA;;185.39;4249969;4085;80.7729;329.96;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2292.09;501612;30340;109;33.07;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
30-12-1983;NA;NA;NA;NA;NA;NA;NA;NA;;205.32;4249969;4085;89.2529;364.6;3882751;1141960;260899;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2348.5;501612;30544;111;33.9;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1984;NA;NA;NA;NA;NA;NA;NA;NA;;242.85;4811601;4085;105.3621;430.4;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2532.65;501612;30544;119;36.35;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
29-2-1984;NA;NA;NA;NA;NA;NA;NA;NA;;224.57;4811601;4085;97.2508;397.27;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2717.33;501612;30544;127;38.79;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
30-3-1984;NA;NA;NA;NA;NA;NA;NA;NA;;214.53;4811601;4085;92.713;378.73;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2517.56;501612;30544;117;35.74;469372;128453;26337;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1984;NA;NA;NA;NA;NA;NA;NA;NA;;197.62;4811601;4085;85.2256;348.15;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2446.05;521125;30544;113;34.51;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1984;NA;NA;NA;NA;NA;NA;NA;NA;;185.1;4811601;4085;79.6384;325.32;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2244.28;521125;30544;103;31.46;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
29-6-1984;NA;NA;NA;NA;NA;NA;NA;NA;;188.7;4811601;4085;80.9998;330.88;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2259.05;521125;30544;103;31.46;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1984;NA;NA;NA;NA;NA;NA;NA;NA;;188.09;4811601;4085;80.546;329.03;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2407.31;521125;30544;109;33.29;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
31-8-1984;NA;NA;NA;NA;NA;NA;NA;NA;;204.46;4811601;4085;87.3527;356.84;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2535.78;521125;30544;114;34.82;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
28-9-1984;NA;NA;NA;NA;NA;NA;NA;NA;;202.74;4811601;4085;86.4451;353.13;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2550.88;521125;30544;114;34.82;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1984;NA;NA;NA;NA;NA;NA;NA;NA;;201.08;4811601;4085;85.5376;349.42;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2478.9;521125;30544;110;33.6;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
30-11-1984;NA;NA;NA;NA;NA;NA;NA;NA;;195.33;4811601;4085;82.9;338.65;4390218;1293441;301170;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2653.92;521125;30544;117;35.74;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
31-12-1984;NA;NA;NA;NA;NA;NA;NA;NA;;199.21;5262328;4085;84.3606;344.61;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2829.31;521125;30544;124;37.87;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
31-1-1985;NA;NA;NA;NA;NA;NA;NA;NA;;230.89;5262328;4085;97.5627;398.54;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3007.24;521125;30544;131;40.01;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
28-2-1985;NA;NA;NA;NA;NA;NA;NA;NA;;228.61;5262328;4085;96.4283;393.91;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;2792.73;521125;30544;121;36.96;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
29-3-1985;NA;NA;NA;NA;NA;NA;NA;NA;;230.64;5262328;4085;97.109;396.69;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3458.81;521125;45904;149;68.4;487202;234809;61699;;NA;NA;NA;NA;NA;NA;NA;NA;
30-4-1985;NA;NA;NA;NA;NA;NA;NA;NA;;244.58;5262328;4085;102.7812;419.86;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3296.32;976905;45904;142;65.18;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
31-5-1985;NA;NA;NA;NA;NA;NA;NA;NA;;242.9;5262328;4085;101.8737;416.15;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3482.03;976905;45904;150;68.86;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
28-6-1985;NA;NA;NA;NA;NA;NA;NA;NA;;249.27;5262328;4085;104.3694;426.35;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3087.4;976905;45904;133;61.05;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
31-7-1985;NA;NA;NA;NA;NA;NA;NA;NA;;258.97;5262328;4085;108.2266;442.11;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3273.1;976905;45904;141;64.72;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
30-8-1985;NA;NA;NA;NA;NA;NA;NA;NA;;262.14;5262328;4085;109.361;446.74;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3319.53;976905;45904;143;65.64;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
30-9-1985;NA;NA;NA;NA;NA;NA;NA;NA;;282.18;5262328;4085;117.5291;480.11;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;3667.73;976905;45904;158;72.53;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
31-10-1985;NA;NA;NA;NA;NA;NA;NA;NA;;300.67;5262328;4092;125.0164;511.57;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;4178.43;976905;45904;180;82.63;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
29-11-1985;NA;NA;NA;NA;NA;NA;NA;NA;;332.24;5262328;16360;34.4873;564.21;4791220;1288296;285584;;NA;NA;NA;NA;NA;;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;;4155.21;976905;49064;179;87.82;923778;243370;65407;;NA;NA;NA;NA;NA;NA;NA;NA;
